model;year;price;Transmission;mileage;fuelType;engineSize
RenaultKwidRXT;2015;264899;MANUAL;23757;Petrol;1
HondaCityVMT;2012;483999;MANUAL;45103;Petrol;1
HondaBrio1.2VXMTI;2014;394899;MANUAL;1774;Petrol;1
MarutiSwiftVDI;2015;442799;MANUAL;52490;Diesel;1
Hyundaii20MAGNAO;2012;303999;MANUAL;50918;Petrol;1
FordFigo1.4EXI;2012;292699;MANUAL;66600;Diesel;1
Hyundaii10ERA1.1;2010;277399;MANUAL;65231;Petrol;1
MarutiCiazALPHA1.3DDIS;2017;696899;MANUAL;83592;Diesel;1
Hyundaii20MAGNA1.2;2010;245199;MANUAL;34599;Petrol;1
HondaBrio1.2SMTI;2014;289699;MANUAL;32152;Petrol;1
HondaCityVMT;2012;369700;MANUAL;138073;Petrol;1
MarutiSwiftDzire;2013;368595;MANUAL;106300;Diesel;1
MahindraXUV500W8;2015;795699;MANUAL;42214;Diesel;1
MarutiSwiftDzire;2010;222799;MANUAL;55169;Petrol;1
ToyotaCorollaH21.8;2008;118999;MANUAL;131267;Petrol;1
HyundaiSantroXingGL;2014;286533;MANUAL;77358;Petrol + CNG;1
MarutiAltoK10;2012;263625;MANUAL;67346;Petrol;1
MarutiCelerioVXI;2014;407092;AUTOMATIC;17382;Petrol;1
Hyundaii20ASTA;2012;343399;MANUAL;24598;Petrol;1
Hyundaii10MAGNA1.2;2013;387599;MANUAL;63082;Petrol;1
FordFigo1.2ZXI;2010;148899;MANUAL;44624;Petrol;1
MarutiAlto800;2013;242899;MANUAL;36483;Petrol;1
HyundaiVernaFLUIDIC1.6SX;2013;537599;MANUAL;54675;Petrol;1
Hyundaii10SPORTZ1.1;2014;297699;MANUAL;36271;Petrol + CNG;1
HondaCityVMT;2017;705899;MANUAL;58561;Petrol;1
MarutiAlto800;2013;213426;MANUAL;65775;Petrol;1
MarutiSwift;2010;200899;MANUAL;121591;Petrol;1
MarutiAlto;2008;170036;MANUAL;84335;Petrol;1
MarutiSwiftDzireVXI1.2BS;2012;379699;MANUAL;46846;Petrol;1
Hyundaii10ERA1.1;2012;339199;MANUAL;22030;Petrol;1
MahindraScorpio;2020;1563499;MANUAL;6184;Diesel;1
HondaBrio1.2SMTI;2012;299999;MANUAL;52789;Petrol;1
MarutiWagonR1.0;2012;219599;MANUAL;65475;Petrol;1
Hyundaii20MAGNAO;2011;293699;MANUAL;84927;Petrol;1
HondaBrio1.2SMTI;2012;279899;MANUAL;55782;Petrol;1
MarutiNewWagon-R1.0LXI;2019;482199;MH14;4681;Petrol;1
MarutiSX4;2012;207199;MANUAL;121434;Diesel;1
VolkswagenVentoHIGHLINETDI;2015;577499;AUTOMATIC;78609;Diesel;1
MarutiAltoK10;2017;395399;MANUAL;28261;Petrol;1
Hyundaii10ASTA1.2;2013;308899;MANUAL;75789;Petrol;1
MarutiSwift;2013;383299;MANUAL;49117;Diesel;1
FordFigo1.2ZXI;2013;224999;MANUAL;92076;Petrol;1
MarutiBalenoDELTA1.2;2018;557499;MANUAL;22676;Petrol;1
MarutiSwift;2013;420099;MANUAL;64839;Diesel;1
VolkswagenVentoHIGHLINETDI;2015;613299;AUTOMATIC;65828;Diesel;1
FordEcosport1.5TITANIUM;2014;534199;MANUAL;80990;Diesel;1
MarutiZenEstilo;2009;201799;MANUAL;54603;Petrol;1
HondaAmaze1.5SXMTI;2014;286499;MANUAL;75678;Diesel;1
MahindraXUV3OO;2019;1074299;MH04;17468;Diesel;1
MahindraXUV500W6;2013;605899;MANUAL;98755;Diesel;1
HondaCityVXMT;2017;827599;MANUAL;17206;Petrol;1
MarutiSwiftDzire;2013;486699;MANUAL;69157;Diesel;1
MarutiWagonR1.0LXI;2013;286999;MANUAL;227458;Petrol + CNG;1
RenaultKwidRXT1.0EASY-R;2016;308899;MH46;39822;Petrol;1
MarutiWagonR1.0;2014;408299;MANUAL;43955;Petrol;1
Hyundaii20MAGNA1.4;2013;399499;MANUAL;81344;Diesel;1
MarutiRitz;2013;303399;MANUAL;36162;Diesel;1
MarutiRitzVXIBS;2011;182037;MANUAL;67572;Petrol;1
MarutiRitz;2012;362699;MANUAL;95739;Diesel;1
HondaCitySMT;2008;183799;MANUAL;176404;Petrol;1
HondaCity1.5EMT;2009;342999;DL3C;97649;Petrol;1
MarutiSwift;2012;294399;MANUAL;113003;Diesel;1
HondaCityVXMT;2016;728599;MANUAL;26809;Petrol;1
MarutiRitzVXIBS;2011;339499;MANUAL;50103;Petrol;1
MahindraBoleroPower+;2017;733899;MANUAL;56815;Diesel;1
HondaBrio1.2VMTI;2013;311999;MANUAL;57282;Petrol;1
VolkswagenVentoHIGHLINETDI;2017;867599;AUTOMATIC;34969;Diesel;1
ToyotaEtiosLiva;2014;326899;MANUAL;116324;Diesel;1
NissanSunnyXV;2012;177099;MANUAL;131320;Diesel;1
MarutiSwiftLDIBS;2012;315299;MANUAL;39099;Diesel;1
Hyundaii10SPORTZ1.2;2010;345799;MANUAL;37127;Petrol;1
Hyundaii10MAGNA1.2;2011;211699;MANUAL;89090;Petrol;1
RenaultDusterRXZ110;2019;819999;MANUAL;67447;Diesel;1
Hyundaii10MAGNA;2010;201699;MANUAL;39351;Petrol;1
HondaCityVMT;2014;683899;MANUAL;32790;Petrol;1
MarutiSwiftDzireVDIBS;2012;321199;MANUAL;81509;Diesel;1
FordEcosport1.5TITANIUMPLUSTIVCT;2019;994599;MH03;7407;Petrol;1
RenaultKwidCLIMBER1.0;2017;474299;KA05;8709;Petrol;1
MarutiCelerio;2017;356199;MANUAL;18805;Petrol;1
MarutiAlto;2009;118499;MANUAL;127175;Petrol + CNG;1
ToyotaEtiosLiva;2012;263599;MANUAL;160408;Diesel;1
MarutiSwiftDzireVDIBS;2012;314599;MANUAL;77954;Diesel;1
Hyundaii20MAGNAO;2011;286599;MANUAL;66721;Petrol;1
MarutiSwift;2013;319199;MANUAL;90030;Diesel;1
MarutiSwiftDzireVXI1.2BS;2015;531299;MANUAL;39309;Petrol;1
TataTIGORRevotron;2017;475199;MANUAL;36731;Petrol;1
FordEcosport1.5TITANIUM;2014;531499;MANUAL;97654;Diesel;1
HyundaiGrandi10MAGNA1.2KAPPA;2014;309299;MANUAL;51461;Petrol;1
MarutiNewWagon-RLXICNG1.0;2019;481899;UP78;9704;Petrol + CNG;1
ToyotaFortuner3.0MT;2009;873802;MANUAL;126624;Diesel;1
RenaultKwidRXT1.0EASY-RAT;2017;327499;AUTOMATIC;50387;Petrol;1
VolkswagenVentoHIGHLINE;2013;415670;MANUAL;113856;Petrol;1
RenaultDuster85PS;2016;544699;MANUAL;64727;Diesel;1
MarutiAlto800;2013;220999;MANUAL;72273;Petrol + CNG;1
HyundaiSantroXingGLS;2011;282899;MANUAL;54368;Petrol + LPG;1
MarutiAltoK10;2011;182499;MANUAL;28140;Petrol;1
HyundaiGrandi10SPORTS1.2;2015;463299;MANUAL;9307;Petrol;1
MarutiSwiftZXI;2008;154799;MANUAL;72230;Petrol;1
VolkswagenJettaTRENDLINE2.0L;2011;308899;MANUAL;133425;Diesel;1
NissanTerranoXLOPT85;2014;456099;MH01;58233;Diesel;1
MarutiRitz;2014;348699;MANUAL;146452;Diesel;1
BMW3Series;2015;1553699;AUTOMATIC;59109;Diesel;1
HyundaiSantroXingXOERLXEURO;2007;199599;MANUAL;104893;Petrol;1
MarutiErtigaVDI;2013;495266;MANUAL;39203;Diesel;1
HyundaiElitei201.4CRDIASTA;2017;643599;MANUAL;54914;Diesel;1
MarutiSwiftDzireVXI;2008;175899;MANUAL;79096;Petrol;1
HondaWR-V1.2i-VTECVX;2017;691899;MANUAL;16683;Petrol;1
RenaultKwid1.0RXT;2016;261599;MANUAL;54717;Petrol;1
HyundaiVernaFLUIDIC1.6CRDISXOPT;2013;386799;AUTOMATIC;95050;Diesel;1
MarutiWagonR1.0;2013;269299;MANUAL;94507;Petrol;1
Hyundaii20SPORTZ1.2;2013;384799;MANUAL;61842;Petrol;1
Hyundaii20MAGNAO;2013;318736;MANUAL;33023;Petrol;1
MercedesBenzEClassE250;2010;608699;MANUAL;32376;Petrol;1
MarutiAltoK10;2011;178299;MANUAL;128065;Petrol;1
MarutiEeco5STRWITHACPLUS;2016;246599;DL5C;79616;Petrol + CNG;1
VolkswagenVentoHIGHLINE;2011;251899;MANUAL;80466;Petrol;1
MarutiWagonR1.0;2011;346299;MANUAL;6863;Petrol;1
HyundaiSantroXing;2010;181499;MANUAL;67985;Petrol;1
HyundaiCreta1.6SXAT;2018;1399530;HR51;44510;Diesel;1
MarutiWagonR1.0LXI;2012;218299;MANUAL;90201;Petrol + CNG;1
MarutiWagonR1.0;2014;330398;MANUAL;27325;Petrol;1
VolkswagenPoloHIGHLINE1.5L;2015;367499;MANUAL;86855;Diesel;1
MarutiSwift;2013;355799;MANUAL;45589;Petrol;1
MarutiAlto800;2013;242399;MANUAL;44876;Petrol;1
AudiA62.0TDIPREMIUM;2012;1092599;AUTOMATIC;91533;Diesel;1
MarutiWagonR1.0;2010;171599;MANUAL;115194;Petrol;1
MarutiCelerio;2015;339099;MANUAL;31415;Petrol;1
ToyotaCorollaAltisD4D;2013;553264;MANUAL;79126;Diesel;1
HondaBrio1.2SMTI;2015;411398;MANUAL;46727;Petrol;1
Hyundaii10ERA1.1;2010;160099;MANUAL;144628;Petrol + CNG;1
MarutiAltoK10;2011;221699;MANUAL;70413;Petrol;1
HondaJazz1.2V;2016;572899;AUTOMATIC;42651;Petrol;1
HyundaiNEWSANTROASTA1.1;2018;539099;KA03;2099;Petrol;1
HyundaiGrandi10SPORTS1.2;2017;444099;MANUAL;54472;Petrol;1
MarutiAlto800;2016;272999;MANUAL;28126;Petrol;1
MarutiSwiftDzireVXI1.2BS;2012;333624;MANUAL;69541;Petrol;1
MahindraScorpioS6;2015;740399;MANUAL;27807;Diesel;1
MarutiWagonR;2009;142117;MANUAL;23030;Petrol;1
HondaCitySMT;2011;314999;MANUAL;70901;Petrol;1
MarutiRitz;2011;210699;MANUAL;24635;Petrol;1
MarutiIGNISDELTA1.2K12;2017;532599;AUTOMATIC;39254;Petrol;1
MarutiAltoK10;2017;312699;MANUAL;15551;Petrol;1
HondaAmaze1.2SATI;2017;578340;AUTOMATIC;30329;Petrol;1
MarutiSwift;2014;399099;MANUAL;92498;Diesel;1
HondaBrio1.2EXMTI;2012;253099;MANUAL;57063;Petrol;1
MarutiSwiftDzireVDIBS;2012;379020;MANUAL;48585;Diesel;1
MarutiBalenoDELTA1.2;2018;586299;MANUAL;33849;Petrol;1
MarutiDzire;2018;754799;MANUAL;52827;Diesel;1
HyundaiGrandi10SPORTZ1.2KAPPA;2016;469799;MANUAL;76685;Petrol;1
ToyotaInnova2.5VX7STRBS;2014;1155999;MANUAL;227391;Diesel;1
HyundaiCreta1.6SX(O);2015;845899;GJ06;100803;Diesel;1
MarutiSwift;2014;427799;MANUAL;6073;Petrol;1
FordEcosport1.5TITANIUMTI;2015;559299;MANUAL;44368;Petrol;1
MarutiSwiftDzireVXI;2009;231499;MANUAL;27093;Petrol;1
DatsunRediGoT;2016;233299;MANUAL;30380;Petrol;1
ToyotaCorollaAltis;2012;429999;MANUAL;96290;Petrol;1
MarutiSwift;2012;297299;MANUAL;108594;Petrol;1
HyundaiCreta1.6SX;2015;824499;MH47;83869;Diesel;1
MahindraScorpioSLEBS;2012;417420;MANUAL;50594;Diesel;1
MarutiSX4;2009;228500;MANUAL;48883;Petrol;1
ToyotaCorollaAltis1.8;2009;294099;DL3C;73413;Petrol;1
MahindraScorpio;2014;894500;MANUAL;48040;Diesel;1
HondaCityVMT;2013;507199;MANUAL;34377;Petrol;1
VolkswagenVentoCOMFORTLINEMT;2014;317299;MANUAL;67198;Petrol;1
HondaCivic1.8V;2010;258699;MANUAL;90284;Petrol;1
HondaWR-V1.2i-VTECVX;2018;819497;MANUAL;18331;Petrol;1
Hyundaii10MAGNA1.1;2014;285699;MANUAL;28046;Petrol;1
MarutiSwift;2011;262099;MANUAL;96207;Petrol;1
MarutiSwiftDzire;2014;419399;MANUAL;81824;Diesel;1
MarutiAlto800;2018;331599;MANUAL;2378;Petrol;1
MarutiAltoK10;2012;169831;MANUAL;49323;Petrol;1
HyundaiGrandi10SPORTZ1.2KAPPA;2016;454499;MANUAL;30367;Petrol;1
HondaCityZX1.5VTEC;2008;197099;MANUAL;139344;Petrol;1
HyundaiGrandi10SPORTZ1.2KAPPA;2019;584699;MANUAL;6891;Petrol;1
HyundaiGrandi10ASTA1.2KAPPA;2015;414399;MANUAL;60827;Petrol;1
Hyundaii20ASTA;2014;456099;MANUAL;23576;Petrol;1
HyundaiElitei20ASTA1.2DUAL;2018;793199;MANUAL;27247;Petrol;1
MarutiNewWagon-RLXICNG1.0;2019;530299;MH47;43853;Petrol + CNG;1
VolkswagenVentoCOMFORTLINE;2014;387899;MANUAL;82081;Diesel;1
TataNEXONXM;2019;684899;MANUAL;8526;Petrol;1
VolkswagenVentoHIGHLINE;2013;339299;MANUAL;81990;Petrol;1
HondaCitySMT;2008;252099;MANUAL;30786;Petrol;1
BMWX1SDRIVE;2011;723499;AUTOMATIC;50513;Diesel;1
MarutiVitaraBrezzaVDI;2017;830014;MANUAL;44476;Diesel;1
HondaBrio1.2SMTI;2015;401463;MANUAL;14999;Petrol;1
MarutiWagonR1.0;2011;228899;MANUAL;34399;Petrol;1
MarutiSwift;2014;372999;MANUAL;82725;Diesel;1
MarutiIGNISDELTA1.2;2017;401599;MANUAL;49227;Petrol;1
VolkswagenPoloHIGHLINE1.6L;2011;347599;MANUAL;43117;Petrol;1
MarutiSwiftDzireVXI1.2BS;2011;247999;MANUAL;73981;Petrol;1
HyundaiSantroXingGL;2012;191299;MANUAL;70749;Petrol;1
HondaMobilio1.5SI;2015;486579;MANUAL;19010;Petrol;1
MarutiWagonR1.0LXI;2012;265599;MANUAL;52987;Petrol + CNG;1
MarutiWagonR1.0;2010;290899;MANUAL;855881;Petrol;1
HyundaiElitei20ASTA1.4;2015;589399;MANUAL;116652;Diesel;1
HyundaiEonMAGNA;2015;276399;MANUAL;68662;Petrol + CNG;1
MarutiZenEstilo;2010;177499;MANUAL;42784;Petrol;1
MarutiAltoK10;2011;240199;MANUAL;62717;Petrol;1
RenaultKwidRXT;2018;296999;MANUAL;32464;Petrol;1
VolkswagenPoloHIGHLINE1.2L;2013;328013;MANUAL;30714;Petrol;1
MarutiSwift;2012;392599;MANUAL;22659;Petrol;1
FordFiestaTREND;2011;266299;MANUAL;94092;Petrol;1
HyundaiGrandi10SPORTZ1.1CRDISPECIAL;2014;347699;HR26;39663;Diesel;1
FordEcosport1.5TITANIUMTDCI;2013;422399;MANUAL;136004;Diesel;1
MarutiSwiftDzire;2010;329199;MANUAL;151356;Diesel;1
MarutiSX4;2012;258799;MANUAL;166925;Diesel;1
HyundaiGrandi10Sportz(O)1.2;2017;389299;DL4C;71996;Petrol;1
MarutiErtigaVDI;2014;447899;MANUAL;104187;Diesel;1
SkodaLauraELEGANCE2.0TDICR;2011;307499;AUTOMATIC;187692;Diesel;1
MarutiAltoK10;2010;154899;MANUAL;94362;Petrol;1
HyundaiEonDLITE;2013;136799;MANUAL;41059;Petrol;1
MarutiWagonR1.0;2014;388699;MANUAL;46468;Petrol;1
MarutiCiazALPHA1.5MTVVT;2018;962499;DL12;12269;Petrol;1
MarutiWagonR1.0LXI;2017;416499;MANUAL;52280;Petrol + CNG;1
MarutiBalenoDELTADDIS;2018;678499;MANUAL;27623;Diesel;1
TataNanoXT;2014;124999;MANUAL;30376;Petrol;1
MarutiWagonR1.0LXI;2018;395899;MANUAL;62589;Petrol + CNG;1
MarutiCelerioVXI;2014;307699;AUTOMATIC;136962;Petrol;1
HondaCitySVMT;2017;690099;MANUAL;22016;Petrol;1
BMW3Series;2012;1042699;AUTOMATIC;57079;Diesel;1
RenaultKwidRXT1.0EASY-R;2017;420199;KA50;11194;Petrol;1
MarutiCelerioVXI;2015;401599;AUTOMATIC;14225;Petrol;1
HondaJazz1.2V;2016;626499;AUTOMATIC;18439;Petrol;1
Hyundaii10MAGNA1.2;2012;253136;MANUAL;53501;Petrol + CNG;1
MarutiSwiftZXI+BS;2018;723499;KA03;24230;Petrol;1
MarutiSwiftDzireVXI1.2BS;2015;456699;MANUAL;93657;Petrol;1
HondaCityVMT;2010;254199;MANUAL;132921;Petrol;1
MarutiVitaraBrezza;2016;761999;MANUAL;24367;Diesel;1
MarutiZenEstilo;2010;254853;MANUAL;46535;Petrol;1
HyundaiCreta1.4S;2016;785099;Ch01;59352;Diesel;1
HyundaiXcentSX1.1;2014;284499;MANUAL;140044;Diesel;1
MarutiWagonR1.0;2013;376699;MANUAL;17291;Petrol;1
MarutiCelerioVXI;2015;370199;AUTOMATIC;23897;Petrol;1
MarutiVitaraBrezza;2018;887599;MANUAL;12581;Diesel;1
HyundaiNEWSANTROSPORTZ;2019;513299;UP32;7743;Petrol;1
HyundaiCreta1.6CRDISXPLUS;2017;891199;AUTOMATIC;70349;Diesel;1
HyundaiElitei201.4CRDIASTA;2015;526899;MANUAL;64106;Diesel;1
MarutiSwiftDzire;2013;422751;MANUAL;36839;Diesel;1
HondaCityVMT;2014;609299;MANUAL;48845;Petrol;1
HyundaiCreta1.6CRDISXPLUS;2017;1246699;AUTOMATIC;22608;Diesel;1
RenaultDuster85PS;2013;402399;MANUAL;73503;Diesel;1
Hyundaii20MAGNAO;2013;295885;MANUAL;64703;Petrol;1
HyundaiGrandi10SPORTZAT1.2KAPPA;2018;565099;AUTOMATIC;20935;Petrol;1
MarutiSwift;2017;483499;MANUAL;21714;Petrol;1
MarutiWagonR1.0LXI;2012;272099;MANUAL;99966;Petrol + CNG;1
MarutiSwiftDzireVDIBS;2013;456399;MANUAL;75547;Diesel;1
MarutiVitaraBrezza;2019;883799;MANUAL;24353;Diesel;1
ToyotaEtiosLiva;2013;326099;MANUAL;67401;Diesel;1
MarutiWagonR1.0LXI;2013;349575;MANUAL;75341;Petrol + CNG;1
Hyundaii10SPORTZ1.2;2012;320570;MANUAL;43617;Petrol;1
MarutiSwift;2015;474399;MANUAL;75644;Petrol;1
Hyundaii20MAGNAO;2011;317599;MANUAL;39086;Petrol;1
HondaBrio1.2SMTI;2015;320099;MANUAL;52290;Petrol;1
MarutiAlto800;2017;261499;MANUAL;8267;Petrol;1
MarutiSwiftDzireVXI1.2BS;2012;377750;MANUAL;86980;Petrol;1
MarutiZenEstilo;2011;248099;MANUAL;32137;Petrol;1
HondaCityV;2012;420399;AUTOMATIC;51808;Petrol;1
MarutiErtiga;2012;408199;MANUAL;83719;Diesel;1
HyundaiGrandi10SPORTZ(O)1.2AT;2017;541500;MH12;20037;Petrol;1
HyundaiSantroXingGL;2014;256199;MANUAL;91014;Petrol + CNG;1
MarutiRitz;2010;258799;MANUAL;82092;Diesel;1
MarutiVitaraBrezzaVDI;2017;638199;MANUAL;64429;Diesel;1
ToyotaInnova2.5VX8STRBS;2014;818599;MANUAL;67180;Diesel;1
MarutiErtiga;2012;452699;MANUAL;125259;Petrol;1
HondaCityVXCVT;2015;708899;AUTOMATIC;36119;Petrol;1
MarutiSwift;2013;333240;MANUAL;33742;Petrol;1
NissanSunnyXL;2012;181899;MANUAL;196982;Diesel;1
MarutiSwift;2012;356999;MANUAL;86246;Petrol;1
ToyotaEtiosLiva;2012;318099;MANUAL;61443;Diesel;1
MarutiZenEstilo;2008;78599;MANUAL;97341;Petrol + CNG;1
HyundaiElitei201.2SPORTSPLUS;2019;698399;HR05;51372;Petrol;1
MarutiWagonR1.0VXI+(O);2017;441399;KA03;21187;Petrol;1
HondaBrio1.2SMTI;2013;373799;MANUAL;23011;Petrol;1
MarutiSwift;2014;489399;MANUAL;28652;Diesel;1
MarutiAltoK10;2018;346099;MANUAL;54173;Petrol;1
MarutiWagonR1.0;2013;235699;MANUAL;96735;Petrol;1
MarutiAlto;2010;167999;MANUAL;48254;Petrol;1
SsangyongRexton;2013;475399;MANUAL;72550;Diesel;1
MarutiBalenoALPHADDIS;2016;589499;MANUAL;88453;Diesel;1
MarutiSwiftDzireVDIBS;2011;333399;MANUAL;105059;Diesel;1
MarutiZenEstilo;2008;183399;MANUAL;71023;Petrol;1
HyundaiElitei20SPORTZ;2015;506699;MANUAL;91244;Diesel;1
RenaultKwidRXT1.0EASY-RAT;2019;458299;AUTOMATIC;5726;Petrol;1
MarutiAltoK10VXI;2017;361399;MANUAL;15293;Petrol;1
MarutiSwiftDzireVDIBS;2014;414599;MANUAL;95770;Diesel;1
HyundaiCreta1.6SXPLUS;2016;758699;MANUAL;111100;Diesel;1
HyundaiCreta1.6SX;2016;984999;TS09;76226;Diesel;1
MarutiSwift;2011;336899;MANUAL;64993;Diesel;1
BMW3Series;2015;1505899;AUTOMATIC;51266;Diesel;1
MarutiSwiftZXIPLUS;2019;741499;MH47;15415;Petrol;1
HondaCityVX(O);2014;541599;MH02;84851;Petrol;1
SkodaRapid1.5TDIMTAmbition;2016;586799;MANUAL;83967;Diesel;1
HondaCityVMT;2014;525799;MANUAL;94066;Petrol;1
MarutiAltoK10;2015;306799;MANUAL;70048;Petrol;1
NissanSunnyXL;2012;254799;MANUAL;116831;Diesel;1
HyundaiElitei201.4CRDIASTA;2016;653299;MANUAL;83167;Diesel;1
HondaCitySMT;2010;451699;MANUAL;44987;Petrol;1
HondaAmaze1.2VMT;2018;663799;DL3C;19222;Petrol;1
MarutiAlto800;2013;277099;MANUAL;47169;Petrol;1
HondaCitySMT;2008;212899;MANUAL;72880;Petrol;1
HyundaiVerna;2009;281702;MANUAL;53029;Petrol;1
MarutiSwiftVDI;2014;408599;MANUAL;89947;Diesel;1
MarutiWagonR1.0;2018;428999;MANUAL;53211;Petrol;1
HyundaiGrandi10SPORTZ1.1;2014;294461;MANUAL;97600;Diesel;1
Hyundaii20MAGNAO;2012;314399;MANUAL;47774;Petrol;1
MarutiZenEstilo;2009;134099;MANUAL;35561;Petrol;1
MarutiSwiftVDI;2015;440099;MANUAL;25850;Diesel;1
MarutiSwift;2012;385199;MANUAL;146312;Diesel;1
Hyundaii20MAGNAO;2012;344599;MANUAL;24034;Petrol;1
MarutiSwift;2012;339499;MANUAL;27649;Petrol;1
HondaMobilio1.5VOPTI;2014;389999;MANUAL;70258;Diesel;1
MarutiAlto800;2017;295699;MANUAL;21745;Petrol;1
HondaCityV;2019;1004199;DL11;9671;Petrol;1
HyundaiEonERA;2013;181299;MANUAL;43604;Petrol;1
MarutiAltoK10;2014;240299;MANUAL;35810;Petrol;1
Hyundaii10SPORTZ;2008;208120;MANUAL;59044;Petrol;1
MarutiRitzVXIBS;2010;261409;MANUAL;55012;Petrol;1
ToyotaInnovaCrysta2.8ZXAT7;2018;1952397;AUTOMATIC;56600;Diesel;1
Hyundaii20ERA;2012;284199;MANUAL;37076;Petrol;1
MarutiWagonR1.0LXICNGLIMITED;2014;333399;DL2C;78461;Petrol + CNG;1
Hyundaii20MAGNAO;2011;339844;MANUAL;51654;Petrol;1
MarutiBalenoDELTA1.2;2018;548999;MANUAL;28786;Petrol;1
MarutiSwift;2010;344499;MANUAL;73151;Diesel;1
VolkswagenPoloCOMFORTLINE1.2L;2016;355530;MANUAL;66519;Petrol;1
MahindraTharCRDE4X4BS;2017;822193;MANUAL;30586;Diesel;1
HondaCityVXMT;2016;668999;MANUAL;48085;Petrol;1
Hyundaii20SPORTZ1.4;2012;294799;MANUAL;55764;Diesel;1
HondaBrio1.2SMTI;2012;300499;MANUAL;33783;Petrol;1
MarutiZenEstilo;2008;151015;MANUAL;68075;Petrol;1
HondaAmaze1.5SMTI;2013;330690;MANUAL;99345;Diesel;1
RenaultDuster85PS;2013;469199;MANUAL;118398;Diesel;1
MarutiAlto800;2018;290999;MANUAL;10123;Petrol;1
MahindraXUV500W10;2016;1028708;AUTOMATIC;64051;Diesel;1
MarutiAltoK10;2012;180199;MANUAL;21023;Petrol;1
SkodaSuperb1.8TSISTYLE;2016;1429399;AUTOMATIC;37870;Petrol;1
RenaultKwidCLIMBER1.0;2018;427899;KA53;33823;Petrol;1
MarutiErtigaVDI;2013;402399;MANUAL;87825;Diesel;1
FordEcosport1.5TITANIUM;2014;534799;MANUAL;111524;Diesel;1
Hyundaii10SPORTZ1.2AT;2012;364499;AUTOMATIC;69848;Petrol;1
FordEcosport1.5TREND;2013;415799;MANUAL;66940;Diesel;1
MarutiWagonR1.0;2011;231299;MANUAL;48546;Petrol;1
VolkswagenPoloCOMFORTLINE1.2L;2012;302899;MANUAL;40836;Petrol;1
HyundaiGrandi10MAGNA1.2KAPPA;2017;383599;MANUAL;23213;Petrol;1
MarutiAltoK10;2014;334599;MANUAL;20127;Petrol;1
MarutiAlto;2012;229399;MANUAL;35190;Petrol;1
ToyotaInnova2.5VX7STRBS;2015;1016899;MANUAL;111562;Diesel;1
MarutiAlto;2011;222199;MANUAL;41967;Petrol;1
ToyotaFortuner3.0MT;2013;1189399;MANUAL;46415;Diesel;1
ToyotaInnovaCrysta2.4VX8;2017;1457099;MANUAL;183456;Diesel;1
MarutiAlto;2009;252599;MANUAL;26363;Petrol;1
FordEcosport1.5TITANIUM;2015;696599;MANUAL;39286;Diesel;1
FordFigo1.4EXI;2015;246999;MANUAL;100669;Diesel;1
HondaCityVMT;2010;336699;MANUAL;135778;Petrol;1
MarutiAlto;2010;134799;MANUAL;42016;Petrol;1
MarutiErtiga;2015;549199;MANUAL;30956;Petrol;1
HondaCitySMT;2010;263899;MANUAL;111451;Petrol;1
MarutiWagonR1.0;2014;390399;MANUAL;57275;Petrol;1
MarutiAltoK10;2010;128899;MANUAL;83421;Petrol;1
MarutiAlto800;2017;335661;MANUAL;16787;Petrol;1
Hyundaii10SPORTZ1.2;2012;345999;MANUAL;15260;Petrol;1
HondaAmaze1.5SMTI;2014;343899;MANUAL;55933;Diesel;1
MarutiNewWagon-RLXI1.0;2019;456099;DL12;9028;Petrol;1
MarutiDzire;2019;741599;MANUAL;19717;Diesel;1
MarutiSwiftDzireVDIBS;2013;470199;MANUAL;61450;Diesel;1
VolkswagenPoloHIGHLINE1.2L;2016;416299;MANUAL;46682;Petrol;1
MarutiWagonR1.0;2015;402899;MANUAL;12380;Petrol;1
HyundaiElitei20ASTA;2017;730599;MANUAL;45552;Petrol;1
HondaAccord2.4ATI;2008;275499;AUTOMATIC;54858;Petrol;1
HondaCitySMT;2011;337199;MANUAL;127174;Petrol;1
MarutiSwift;2015;504255;MANUAL;38597;Petrol;1
MarutiSwiftDzireVDIBS;2012;289999;MANUAL;128836;Diesel;1
MarutiAltoK10;2015;346399;MANUAL;7960;Petrol;1
RenaultKwidRXT;2016;378799;MANUAL;8500;Petrol;1
Hyundaii10MAGNA1.2;2011;248899;MANUAL;32101;Petrol;1
Hyundaii10MAGNA1.2;2013;285199;MANUAL;57031;Petrol;1
MarutiAlto800;2017;280999;MANUAL;21691;Petrol;1
FordEcosport1.5TITANIUMPLUSTIVCT;2017;859499;MH04;16856;Petrol;1
Hyundaii10MAGNA1.2;2012;251399;MANUAL;88696;Petrol;1
MarutiWagonR1.0;2017;420399;MANUAL;20550;Petrol;1
ToyotaEtios;2012;258899;MANUAL;160368;Diesel;1
HyundaiVernaFLUIDIC1.6EX;2011;305599;MANUAL;88812;Diesel;1
MarutiSwift;2010;288699;MANUAL;95044;Petrol;1
MarutiSwiftDzireVXI1.2BS;2014;410599;MANUAL;59395;Petrol;1
RenaultKwidCLIMBER;2017;321814;DL12;14802;Petrol;1
HyundaiElitei20ASTA1.2;2017;644000;MANUAL;23136;Petrol;1
MarutiCiazZDI+;2016;695799;MANUAL;76673;Diesel;1
HyundaiGrandi10SPORTS1.2;2018;510799;MANUAL;21601;Petrol;1
MarutiCelerioVXI;2016;448299;AUTOMATIC;19290;Petrol;1
